AT4T21P2 - Pris - 5_5_411_50, movement around 80k ms
time=116094, red=47357, ir=55150
time=116114, red=47316, ir=54923
time=116134, red=47782, ir=55209
time=116154, red=49546, ir=56102
time=116174, red=46338, ir=52425
time=116194, red=46255, ir=54751
time=116214, red=46041, ir=55449
time=116234, red=47683, ir=55968
time=116254, red=46494, ir=55626
time=116274, red=46445, ir=56029
time=116294, red=43773, ir=53939
time=116314, red=45408, ir=54850
time=116334, red=43600, ir=54341
time=116354, red=41575, ir=52169
time=116374, red=40882, ir=52259
time=116394, red=40432, ir=52429
time=116414, red=42127, ir=53294
time=116434, red=40472, ir=52335
time=116454, red=36124, ir=51516
time=116474, red=33211, ir=51988
time=116494, red=32544, ir=53449
time=116514, red=29335, ir=51766
time=116534, red=31860, ir=52211
time=116554, red=24745, ir=50215
time=116574, red=33249, ir=52960
time=116594, red=28779, ir=54368
time=116614, red=27729, ir=53054
time=116634, red=21561, ir=48312
time=116654, red=22430, ir=49409
time=116674, red=22448, ir=46999
time=116693, red=21690, ir=46280
time=116713, red=20954, ir=49533
time=116733, red=23245, ir=49462
time=116753, red=31564, ir=54887
time=116773, red=29128, ir=51508
time=116793, red=29863, ir=51422
time=116813, red=31951, ir=53408
time=116833, red=25900, ir=50709
time=116853, red=31591, ir=55084
time=116873, red=28348, ir=52712
time=116893, red=31412, ir=53182
time=116913, red=34972, ir=53851
time=116933, red=37098, ir=56531
time=116953, red=38448, ir=55694
time=116973, red=41480, ir=56679
time=116993, red=45802, ir=58103
time=117013, red=44447, ir=55594
time=117033, red=47770, ir=57561
time=117053, red=47863, ir=56602
time=117073, red=47439, ir=56255
time=117093, red=47507, ir=56460
time=117113, red=47367, ir=56278
time=117133, red=47252, ir=56157
time=117153, red=47699, ir=56719
time=117173, red=49102, ir=57869
time=117193, red=48731, ir=58273
time=117213, red=49747, ir=58696
time=117233, red=47309, ir=56363
time=117253, red=45885, ir=55953
