AT4T28P1 - Pris - 5_5_411_50, tongue movement approx 45k-55k ms
time=107621, red=51306, ir=57759
time=107641, red=51324, ir=57781
time=107661, red=51338, ir=57781
time=107681, red=51319, ir=57776
time=107701, red=51330, ir=57783
time=107721, red=51351, ir=57791
time=107741, red=51333, ir=57802
time=107762, red=51329, ir=57787
time=107782, red=51344, ir=57802
time=107802, red=51344, ir=57779
time=107822, red=51347, ir=57773
time=107842, red=51349, ir=57786
time=107862, red=51331, ir=57774
time=107882, red=51349, ir=57776
time=107902, red=51346, ir=57781
time=107922, red=51348, ir=57764
time=107942, red=51353, ir=57775
time=107962, red=51359, ir=57784
time=107982, red=51364, ir=57780
time=108002, red=51356, ir=57769
time=108022, red=51347, ir=57777
time=108042, red=51344, ir=57788
time=108062, red=51354, ir=57803
time=108082, red=51356, ir=57784
HR=300, SP=97
time=108108, red=51373, ir=57802
time=108122, red=51365, ir=57812
time=108142, red=51353, ir=57807
time=108162, red=51358, ir=57804
time=108182, red=51363, ir=57805
time=108202, red=51363, ir=57806
time=108222, red=51353, ir=57820
time=108242, red=51367, ir=57821
time=108262, red=51362, ir=57830
time=108282, red=51360, ir=57833
time=108302, red=51358, ir=57818
time=108322, red=51360, ir=57828
time=108342, red=51352, ir=57839
time=108362, red=51346, ir=57835
time=108382, red=51359, ir=57833
time=108402, red=51361, ir=57838
time=108422, red=51360, ir=57850
time=108442, red=51372, ir=57857
time=108462, red=51355, ir=57848
time=108482, red=51351, ir=57865
time=108502, red=51362, ir=57862
time=108522, red=51352, ir=57849
time=108542, red=51356, ir=57854
time=108562, red=51352, ir=57849
time=108582, red=51347, ir=57857
time=108602, red=51339, ir=57846
time=108622, red=51346, ir=57858
time=108642, red=51347, ir=57855
time=108662, red=51350, ir=57871
time=108682, red=51348, ir=57856
time=108702, red=51332, ir=57844
time=108722, red=51333, ir=57833
time=108742, red=51317, ir=57821
time=108762, red=51325, ir=57819
time=108782, red=51320, ir=57792
time=108802, red=51318, ir=57781
time=108822, red=51334, ir=57770
time=108842, red=51333, ir=57770
time=108862, red=51330, ir=57765
time=108882, red=51341, ir=57755
time=108902, red=51327, ir=57752
time=108922, red=51332, ir=57743
time=108942, red=51340, ir=57728
time=108962, red=51346, ir=57715
time=108982, red=51355, ir=57721
time=109002, red=51345, ir=57709
time=109022, red=51355, ir=57725
time=109042, red=51359, ir=57717
time=109062, red=51359, ir=57714
time=109082, red=51364, ir=57722
time=109102, red=51361, ir=57724
time=109122, red=51370, ir=57740
time=109142, red=51371, ir=57729
time=109162, red=51371, ir=57736
time=109182, red=51374, ir=57729
time=109203, red=51375, ir=57740
time=109223, red=51366, ir=57759
time=109243, red=51378, ir=57766
time=109263, red=51380, ir=57765
time=109283, red=51381, ir=57755
time=109303, red=51384, ir=57748
time=109323, red=51385, ir=57744
time=109343, red=51382, ir=57752
time=109363, red=51380, ir=57758
time=109383, red=51383, ir=57750
time=109403, red=51385, ir=57744
time=109423, red=51388, ir=57758
time=109443, red=51373, ir=57753
time=109463, red=51380, ir=57753
time=109483, red=51388, ir=57762
time=109503, red=51375, ir=57772
time=109523, red=51380, ir=57770
time=109543, red=51380, ir=57777
time=109563, red=51385, ir=57793
time=109583, red=51391, ir=57790
time=109603, red=51399, ir=57792
time=109623, red=51401, ir=57791
time=109643, red=51385, ir=57813
time=109663, red=51398, ir=57816
time=109683, red=51416, ir=57815
time=109703, red=51401, ir=57801
time=109723, red=51390, ir=57823
time=109743, red=51400, ir=57823
time=109763, red=51396, ir=57826
time=109783, red=51387, ir=57823
time=109803, red=51388, ir=57824
time=109823, red=51380, ir=57834
time=109843, red=51388, ir=57845
time=109863, red=51383, ir=57856
time=109883, red=51386, ir=57850
time=109903, red=51393, ir=57852
time=109923, red=51390, ir=57862
time=109943, red=51388, ir=57877
time=109963, red=51388, ir=57881
time=109983, red=51389, ir=57866
time=110003, red=51374, ir=57880
time=110023, red=51384, ir=57877
time=110043, red=51390, ir=57877
time=110063, red=51381, ir=57881
time=110083, red=51395, ir=57895
HR=71, SP=-1
time=110103, red=51392, ir=57896
time=110123, red=51396, ir=57890
time=110143, red=51374, ir=57886
time=110163, red=51370, ir=57913
time=110183, red=51390, ir=57902
time=110203, red=51384, ir=57906
time=110223, red=51382, ir=57899
time=110243, red=51370, ir=57908
time=110263, red=51376, ir=57920
time=110283, red=51374, ir=57917
time=110303, red=51371, ir=57916
time=110323, red=51376, ir=57926
time=110343, red=51385, ir=57931
time=110363, red=51371, ir=57919
time=110383, red=51369, ir=57919
time=110403, red=51372, ir=57912
time=110423, red=51364, ir=57914
time=110443, red=51341, ir=57883
time=110463, red=51350, ir=57887
time=110483, red=51350, ir=57853
time=110503, red=51340, ir=57843
time=110523, red=51337, ir=57829
time=110543, red=51346, ir=57808
time=110563, red=51338, ir=57794
time=110583, red=51338, ir=57790
time=110603, red=51340, ir=57774
time=110623, red=51339, ir=57781
time=110643, red=51341, ir=57756
time=110663, red=51333, ir=57751
time=110683, red=51356, ir=57747
time=110704, red=51356, ir=57758
time=110724, red=51351, ir=57738
time=110744, red=51365, ir=57752
time=110764, red=51366, ir=57758
time=110784, red=51374, ir=57770
time=110804, red=51378, ir=57765
time=110824, red=51383, ir=57757
time=110844, red=51393, ir=57773
time=110864, red=51379, ir=57762
time=110884, red=51394, ir=57778
time=110904, red=51390, ir=57782
time=110924, red=51396, ir=57788
time=110944, red=51399, ir=57788
time=110964, red=51388, ir=57775
time=110984, red=51393, ir=57787
time=111004, red=51386, ir=57776
time=111024, red=51412, ir=57782
time=111044, red=51400, ir=57793
time=111064, red=51387, ir=57776
time=111084, red=51391, ir=57780
time=111104, red=51393, ir=57785
time=111124, red=51390, ir=57772
time=111144, red=51409, ir=57760
time=111164, red=51413, ir=57777
time=111184, red=51397, ir=57780
time=111204, red=51391, ir=57771
time=111224, red=51407, ir=57782
time=111244, red=51398, ir=57788
time=111264, red=51404, ir=57796
time=111284, red=51411, ir=57826
time=111304, red=51409, ir=57810
time=111324, red=51416, ir=57811
time=111344, red=51406, ir=57820
time=111364, red=51406, ir=57823
time=111384, red=51398, ir=57825
time=111404, red=51415, ir=57841
time=111424, red=51429, ir=57840
time=111444, red=51423, ir=57836
time=111464, red=51420, ir=57851
time=111484, red=51432, ir=57859
time=111504, red=51426, ir=57876
time=111524, red=51415, ir=57877
time=111544, red=51418, ir=57868
time=111564, red=51412, ir=57884
time=111584, red=51430, ir=57887
time=111604, red=51418, ir=57888
time=111624, red=51430, ir=57897
time=111644, red=51408, ir=57895
time=111664, red=51419, ir=57897
time=111684, red=51421, ir=57902
time=111704, red=51412, ir=57899
time=111724, red=51411, ir=57887
time=111744, red=51407, ir=57896
time=111764, red=51405, ir=57898
time=111784, red=51411, ir=57914
time=111804, red=51402, ir=57904
time=111824, red=51399, ir=57901
time=111844, red=51395, ir=57899
time=111864, red=51382, ir=57901
time=111884, red=51392, ir=57914
time=111904, red=51382, ir=57896
time=111924, red=51401, ir=57903
time=111944, red=51396, ir=57928
time=111964, red=51404, ir=57908
time=111984, red=51385, ir=57912
time=112004, red=51384, ir=57898
time=112024, red=51387, ir=57890
time=112044, red=51387, ir=57896
time=112064, red=51394, ir=57867
time=112084, red=51371, ir=57868
HR=98, SP=-1
time=112109, red=51381, ir=57847
time=112124, red=51376, ir=57837
time=112144, red=51373, ir=57819
time=112164, red=51376, ir=57815
time=112184, red=51382, ir=57796
time=112204, red=51376, ir=57802
time=112224, red=51371, ir=57780
time=112244, red=51379, ir=57782
time=112265, red=51387, ir=57766
time=112285, red=51389, ir=57763
time=112305, red=51385, ir=57763
time=112325, red=51403, ir=57750
time=112345, red=51406, ir=57764
time=112365, red=51394, ir=57750
time=112385, red=51414, ir=57773
time=112405, red=51404, ir=57768
time=112425, red=51415, ir=57767
time=112445, red=51421, ir=57771
time=112465, red=51428, ir=57782
time=112485, red=51436, ir=57785
time=112505, red=51426, ir=57791
time=112525, red=51433, ir=57786
time=112545, red=51430, ir=57790
time=112565, red=51434, ir=57788
time=112585, red=51428, ir=57802
time=112605, red=51435, ir=57790
time=112625, red=51443, ir=57804
time=112645, red=51446, ir=57797
time=112665, red=51443, ir=57804
time=112685, red=51438, ir=57802
time=112705, red=51432, ir=57817
time=112725, red=51448, ir=57806
time=112745, red=51433, ir=57803
time=112765, red=51444, ir=57810
time=112785, red=51441, ir=57818
time=112805, red=51437, ir=57822
time=112825, red=51453, ir=57813
time=112845, red=51456, ir=57818
time=112865, red=51444, ir=57830
time=112885, red=51438, ir=57824
time=112905, red=51431, ir=57823
time=112925, red=51438, ir=57827
time=112945, red=51440, ir=57838
time=112965, red=51435, ir=57819
time=112985, red=51434, ir=57833
time=113005, red=51452, ir=57842
time=113025, red=51453, ir=57843
time=113045, red=51443, ir=57835
time=113065, red=51445, ir=57831
time=113085, red=51432, ir=57841
time=113105, red=51455, ir=57860
time=113125, red=51458, ir=57864
time=113145, red=51445, ir=57862
time=113165, red=51433, ir=57872
time=113185, red=51450, ir=57864
time=113205, red=51455, ir=57855
time=113225, red=51443, ir=57866
time=113245, red=51454, ir=57879
time=113265, red=51444, ir=57887
time=113285, red=51445, ir=57898
time=113305, red=51448, ir=57884
time=113325, red=51438, ir=57882
time=113345, red=51441, ir=57883
time=113365, red=51442, ir=57886
time=113385, red=51441, ir=57895
time=113405, red=51445, ir=57889
time=113425, red=51436, ir=57902
time=113445, red=51445, ir=57905
time=113465, red=51443, ir=57912
time=113485, red=51446, ir=57896
time=113505, red=51436, ir=57911
time=113525, red=51440, ir=57913
time=113545, red=51428, ir=57913
time=113565, red=51430, ir=57923
time=113585, red=51440, ir=57913
time=113605, red=51438, ir=57904
time=113625, red=51414, ir=57911
time=113645, red=51419, ir=57879
time=113665, red=51411, ir=57873
time=113685, red=51417, ir=57845
time=113705, red=51404, ir=57851
time=113725, red=51412, ir=57823
time=113745, red=51391, ir=57806
time=113765, red=51392, ir=57805
time=113785, red=51398, ir=57794
time=113806, red=51398, ir=57776
time=113826, red=51415, ir=57777
time=113846, red=51409, ir=57767
time=113866, red=51404, ir=57757
time=113886, red=51422, ir=57763
time=113906, red=51419, ir=57742
time=113926, red=51426, ir=57745
time=113946, red=51437, ir=57758
time=113966, red=51423, ir=57748
time=113986, red=51435, ir=57730
time=114006, red=51443, ir=57741
time=114026, red=51454, ir=57756
time=114046, red=51450, ir=57743
time=114066, red=51457, ir=57760
time=114086, red=51456, ir=57774
HR=95, SP=99
time=114106, red=51477, ir=57773
time=114126, red=51468, ir=57784
time=114146, red=51474, ir=57792
time=114166, red=51480, ir=57786
time=114186, red=51467, ir=57789
time=114206, red=51455, ir=57808
time=114226, red=51477, ir=57809
time=114246, red=51473, ir=57796
time=114266, red=51482, ir=57802
time=114286, red=51490, ir=57808
time=114306, red=51481, ir=57810
time=114326, red=51480, ir=57799
time=114346, red=51484, ir=57795
time=114366, red=51477, ir=57811
time=114386, red=51490, ir=57811
time=114406, red=51470, ir=57805
time=114426, red=51467, ir=57809
time=114446, red=51476, ir=57824
time=114466, red=51469, ir=57833
time=114486, red=51484, ir=57822
time=114506, red=51487, ir=57825
time=114526, red=51487, ir=57827
time=114546, red=51485, ir=57828
time=114566, red=51489, ir=57842
time=114586, red=51476, ir=57832
time=114606, red=51493, ir=57834
time=114626, red=51488, ir=57840
time=114646, red=51484, ir=57837
time=114666, red=51473, ir=57836
time=114686, red=51479, ir=57839
time=114706, red=51483, ir=57837
time=114726, red=51469, ir=57847
time=114746, red=51483, ir=57838
time=114766, red=51471, ir=57836
time=114786, red=51469, ir=57846
time=114806, red=51468, ir=57852
time=114826, red=51472, ir=57840
time=114846, red=51477, ir=57859
time=114866, red=51480, ir=57847
time=114886, red=51474, ir=57868
time=114906, red=51468, ir=57863
time=114926, red=51471, ir=57870
time=114946, red=51476, ir=57864
time=114966, red=51475, ir=57879
time=114986, red=51479, ir=57880
time=115006, red=51483, ir=57882
time=115026, red=51463, ir=57891
time=115046, red=51475, ir=57883
time=115066, red=51474, ir=57892
time=115086, red=51457, ir=57897
time=115106, red=51459, ir=57902
time=115126, red=51465, ir=57898
time=115146, red=51463, ir=57883
time=115166, red=51460, ir=57903
time=115186, red=51467, ir=57914
time=115206, red=51452, ir=57915
time=115226, red=51464, ir=57913
time=115246, red=51455, ir=57919
time=115266, red=51456, ir=57911
time=115286, red=51461, ir=57926
time=115306, red=51454, ir=57931
time=115326, red=51453, ir=57937
time=115346, red=51456, ir=57938
time=115367, red=51453, ir=57941
time=115387, red=51470, ir=57937
time=115407, red=51454, ir=57940
time=115427, red=51454, ir=57943
time=115447, red=51460, ir=57934
time=115467, red=51433, ir=57930
time=115487, red=51438, ir=57932
time=115507, red=51431, ir=57911
time=115527, red=51438, ir=57898
time=115547, red=51434, ir=57887
time=115567, red=51425, ir=57857
time=115587, red=51424, ir=57850
time=115607, red=51411, ir=57831
time=115627, red=51428, ir=57815
time=115647, red=51407, ir=57815
time=115667, red=51405, ir=57787
time=115687, red=51433, ir=57793
time=115707, red=51426, ir=57771
time=115727, red=51429, ir=57777
time=115747, red=51426, ir=57767
time=115767, red=51436, ir=57753
time=115787, red=51443, ir=57746
time=115807, red=51447, ir=57743
time=115827, red=51451, ir=57760
time=115847, red=51459, ir=57747
time=115867, red=51464, ir=57753
time=115887, red=51472, ir=57754
time=115907, red=51487, ir=57757
time=115927, red=51484, ir=57764
time=115947, red=51482, ir=57776
time=115967, red=51488, ir=57800
time=115987, red=51477, ir=57775
time=116007, red=51483, ir=57784
time=116027, red=51485, ir=57781
time=116047, red=51484, ir=57779
time=116067, red=51500, ir=57786
time=116087, red=51490, ir=57771
HR=101, SP=-1
time=116114, red=51493, ir=57776
time=116127, red=51488, ir=57775
time=116147, red=51482, ir=57788
time=116167, red=51495, ir=57774
time=116187, red=51481, ir=57776
time=116207, red=51491, ir=57786
time=116227, red=51503, ir=57785
time=116247, red=51499, ir=57789
time=116267, red=51493, ir=57776
time=116287, red=51498, ir=57788
time=116307, red=51493, ir=57776
time=116327, red=51491, ir=57787
time=116347, red=51488, ir=57802
time=116367, red=51490, ir=57817
time=116387, red=51493, ir=57809
time=116407, red=51489, ir=57796
time=116427, red=51491, ir=57808
time=116447, red=51495, ir=57801
time=116467, red=51489, ir=57817
time=116487, red=51485, ir=57820
time=116507, red=51493, ir=57815
time=116527, red=51494, ir=57817
time=116547, red=51492, ir=57843
time=116567, red=51494, ir=57829
time=116587, red=51487, ir=57831
time=116607, red=51484, ir=57818
time=116627, red=51488, ir=57842
time=116647, red=51489, ir=57830
time=116667, red=51488, ir=57843
time=116687, red=51477, ir=57846
time=116707, red=51491, ir=57855
time=116727, red=51486, ir=57840
time=116747, red=51491, ir=57857
time=116767, red=51485, ir=57849
time=116787, red=51472, ir=57853
time=116807, red=51468, ir=57877
time=116827, red=51480, ir=57876
time=116847, red=51478, ir=57879
time=116867, red=51490, ir=57866
time=116887, red=51482, ir=57888
time=116907, red=51503, ir=57896
time=116927, red=51483, ir=57902
time=116947, red=51479, ir=57892
time=116967, red=51479, ir=57909
time=116987, red=51483, ir=57908
time=117007, red=51472, ir=57911
time=117028, red=51474, ir=57916
time=117048, red=51487, ir=57911
time=117068, red=51483, ir=57899
time=117088, red=51464, ir=57890
time=117108, red=51458, ir=57877
time=117128, red=51453, ir=57864
time=117148, red=51458, ir=57853
time=117168, red=51454, ir=57818
time=117188, red=51447, ir=57822
time=117208, red=51438, ir=57790
time=117228, red=51444, ir=57778
time=117248, red=51452, ir=57758
time=117268, red=51441, ir=57762
time=117288, red=51444, ir=57749
time=117308, red=51451, ir=57737
time=117328, red=51441, ir=57731
time=117348, red=51448, ir=57717
time=117368, red=51456, ir=57714
time=117388, red=51456, ir=57707
time=117408, red=51458, ir=57711
time=117428, red=51472, ir=57725
time=117448, red=51477, ir=57716
time=117468, red=51481, ir=57717
time=117488, red=51476, ir=57728
time=117508, red=51487, ir=57722
time=117528, red=51496, ir=57716
time=117548, red=51488, ir=57713
time=117568, red=51498, ir=57752
time=117588, red=51495, ir=57754
time=117608, red=51506, ir=57754
time=117628, red=51499, ir=57746
time=117648, red=51497, ir=57759
time=117668, red=51491, ir=57750
time=117688, red=51501, ir=57746
time=117708, red=51503, ir=57746
time=117728, red=51494, ir=57748
